Lag,q,Moment,Observations,Table,Population,LagType,TrainEnd,MaxLag
215,3.0,1.0928052467564981,5119380,equity_parkinson_variance,global,observation,2016-01-01,400
215,4.0,2.3828832431705322,5119380,equity_parkinson_variance,global,observation,2016-01-01,400
216,1.0,0.6295665409123037,5117855,equity_parkinson_variance,global,observation,2016-01-01,400
216,1.5,0.6245369100922177,5117855,equity_parkinson_variance,global,observation,2016-01-01,400
216,2.0,0.6881471428281873,5117855,equity_parkinson_variance,global,observation,2016-01-01,400
216,3.0,1.0943066513644346,5117855,equity_parkinson_variance,global,observation,2016-01-01,400
216,4.0,2.3904564793081478,5117855,equity_parkinson_variance,global,observation,2016-01-01,400
217,1.0,0.6296215192885691,5116330,equity_parkinson_variance,global,observation,2016-01-01,400
217,1.5,0.6245470247153604,5116330,equity_parkinson_variance,global,observation,2016-01-01,400
217,2.0,0.6880957334438962,5116330,equity_parkinson_variance,global,observation,2016-01-01,400
217,3.0,1.093932864298731,5116330,equity_parkinson_variance,global,observation,2016-01-01,400
217,4.0,2.3877665084002935,5116330,equity_parkinson_variance,global,observation,2016-01-01,400
218,1.0,0.629565861973001,5114805,equity_parkinson_variance,global,observation,2016-01-01,400
218,1.5,0.6245690481831676,5114805,equity_parkinson_variance,global,observation,2016-01-01,400
218,2.0,0.6883194371993894,5114805,equity_parkinson_variance,global,observation,2016-01-01,400
218,3.0,1.0956956376891565,5114805,equity_parkinson_variance,global,observation,2016-01-01,400
218,4.0,2.397682821195082,5114805,equity_parkinson_variance,global,observation,2016-01-01,400
219,1.0,0.6295511480001789,5113280,equity_parkinson_variance,global,observation,2016-01-01,400
219,1.5,0.6245811807580224,5113280,equity_parkinson_variance,global,observation,2016-01-01,400
219,2.0,0.6882798780231828,5113280,equity_parkinson_variance,global,observation,2016-01-01,400
219,3.0,1.0946742986806166,5113280,equity_parkinson_variance,global,observation,2016-01-01,400
219,4.0,2.3894914374476075,5113280,equity_parkinson_variance,global,observation,2016-01-01,400
220,1.0,0.630509480179515,5111755,equity_parkinson_variance,global,observation,2016-01-01,400
220,1.5,0.6257818389711802,5111755,equity_parkinson_variance,global,observation,2016-01-01,400
220,2.0,0.6897931935910154,5111755,equity_parkinson_variance,global,observation,2016-01-01,400
220,3.0,1.0974461723593099,5111755,equity_parkinson_variance,global,observation,2016-01-01,400
220,4.0,2.3963422100771146,5111755,equity_parkinson_variance,global,observation,2016-01-01,400
221,1.0,0.6306231648284675,5110230,equity_parkinson_variance,global,observation,2016-01-01,400
221,1.5,0.6260084816409809,5110230,equity_parkinson_variance,global,observation,2016-01-01,400
221,2.0,0.690216879804879,5110230,equity_parkinson_variance,global,observation,2016-01-01,400
221,3.0,1.0988876278938926,5110230,equity_parkinson_variance,global,observation,2016-01-01,400
221,4.0,2.402169561678666,5110230,equity_parkinson_variance,global,observation,2016-01-01,400
222,1.0,0.6317100459140966,5108705,equity_parkinson_variance,global,observation,2016-01-01,400
222,1.5,0.6274104844475228,5108705,equity_parkinson_variance,global,observation,2016-01-01,400
222,2.0,0.6919666854915606,5108705,equity_parkinson_variance,global,observation,2016-01-01,400
222,3.0,1.1017783347209493,5108705,equity_parkinson_variance,global,observation,2016-01-01,400
222,4.0,2.4071986170529356,5108705,equity_parkinson_variance,global,observation,2016-01-01,400
223,1.0,0.6323642190656567,5107180,equity_parkinson_variance,global,observation,2016-01-01,400
223,1.5,0.6282642189348283,5107180,equity_parkinson_variance,global,observation,2016-01-01,400
223,2.0,0.6931028390468826,5107180,equity_parkinson_variance,global,observation,2016-01-01,400
223,3.0,1.1041190395034908,5107180,equity_parkinson_variance,global,observation,2016-01-01,400
223,4.0,2.412073458803111,5107180,equity_parkinson_variance,global,observation,2016-01-01,400
224,1.0,0.6321957122411744,5105655,equity_parkinson_variance,global,observation,2016-01-01,400
224,1.5,0.6281348240361236,5105655,equity_parkinson_variance,global,observation,2016-01-01,400
224,2.0,0.6929837856703855,5105655,equity_parkinson_variance,global,observation,2016-01-01,400
224,3.0,1.103973441540169,5105655,equity_parkinson_variance,global,observation,2016-01-01,400
224,4.0,2.413583226289816,5105655,equity_parkinson_variance,global,observation,2016-01-01,400
225,1.0,0.632572567276352,5104130,equity_parkinson_variance,global,observation,2016-01-01,400
225,1.5,0.6286777932946992,5104130,equity_parkinson_variance,global,observation,2016-01-01,400
225,2.0,0.6936884529438218,5104130,equity_parkinson_variance,global,observation,2016-01-01,400
225,3.0,1.1046905395130673,5104130,equity_parkinson_variance,global,observation,2016-01-01,400
225,4.0,2.412139315078213,5104130,equity_parkinson_variance,global,observation,2016-01-01,400
226,1.0,0.632560717463046,5102605,equity_parkinson_variance,global,observation,2016-01-01,400
226,1.5,0.6287820800864429,5102605,equity_parkinson_variance,global,observation,2016-01-01,400
226,2.0,0.6939466770743659,5102605,equity_parkinson_variance,global,observation,2016-01-01,400
226,3.0,1.1049614829715475,5102605,equity_parkinson_variance,global,observation,2016-01-01,400
226,4.0,2.4080453937922264,5102605,equity_parkinson_variance,global,observation,2016-01-01,400
227,1.0,0.6331839812919695,5101080,equity_parkinson_variance,global,observation,2016-01-01,400
227,1.5,0.6296271593411619,5101080,equity_parkinson_variance,global,observation,2016-01-01,400
227,2.0,0.6950865098316908,5101080,equity_parkinson_variance,global,observation,2016-01-01,400
227,3.0,1.1074039803356233,5101080,equity_parkinson_variance,global,observation,2016-01-01,400
227,4.0,2.415034460149473,5101080,equity_parkinson_variance,global,observation,2016-01-01,400
228,1.0,0.6335639234646105,5099555,equity_parkinson_variance,global,observation,2016-01-01,400
228,1.5,0.6302036766861139,5099555,equity_parkinson_variance,global,observation,2016-01-01,400
228,2.0,0.6959862689790189,5099555,equity_parkinson_variance,global,observation,2016-01-01,400
228,3.0,1.110286125558049,5099555,equity_parkinson_variance,global,observation,2016-01-01,400
228,4.0,2.428976918709041,5099555,equity_parkinson_variance,global,observation,2016-01-01,400
229,1.0,0.6333842746389836,5098030,equity_parkinson_variance,global,observation,2016-01-01,400
229,1.5,0.630081535390321,5098030,equity_parkinson_variance,global,observation,2016-01-01,400
229,2.0,0.6958756929215999,5098030,equity_parkinson_variance,global,observation,2016-01-01,400
229,3.0,1.10945820873471,5098030,equity_parkinson_variance,global,observation,2016-01-01,400
229,4.0,2.4213765554433246,5098030,equity_parkinson_variance,global,observation,2016-01-01,400
230,1.0,0.6329868348525243,5096505,equity_parkinson_variance,global,observation,2016-01-01,400
230,1.5,0.6295986124991839,5096505,equity_parkinson_variance,global,observation,2016-01-01,400
230,2.0,0.6953332586596247,5096505,equity_parkinson_variance,global,observation,2016-01-01,400
230,3.0,1.108695140496873,5096505,equity_parkinson_variance,global,observation,2016-01-01,400
230,4.0,2.4192025288279284,5096505,equity_parkinson_variance,global,observation,2016-01-01,400
231,1.0,0.6332394303366202,5094980,equity_parkinson_variance,global,observation,2016-01-01,400
231,1.5,0.6298607982191197,5094980,equity_parkinson_variance,global,observation,2016-01-01,400
231,2.0,0.6955356267359332,5094980,equity_parkinson_variance,global,observation,2016-01-01,400
231,3.0,1.1084027081604992,5094980,equity_parkinson_variance,global,observation,2016-01-01,400
231,4.0,2.416045341764928,5094980,equity_parkinson_variance,global,observation,2016-01-01,400
232,1.0,0.6338970583883138,5093455,equity_parkinson_variance,global,observation,2016-01-01,400
232,1.5,0.6306674974092219,5093455,equity_parkinson_variance,global,observation,2016-01-01,400
232,2.0,0.6964625077404257,5093455,equity_parkinson_variance,global,observation,2016-01-01,400
232,3.0,1.1095099658739787,5093455,equity_parkinson_variance,global,observation,2016-01-01,400
232,4.0,2.4177865536116836,5093455,equity_parkinson_variance,global,observation,2016-01-01,400
233,1.0,0.6344894633721665,5091930,equity_parkinson_variance,global,observation,2016-01-01,400
233,1.5,0.6314804176537406,5091930,equity_parkinson_variance,global,observation,2016-01-01,400
233,2.0,0.697609859365298,5091930,equity_parkinson_variance,global,observation,2016-01-01,400
233,3.0,1.1124337527029609,5091930,equity_parkinson_variance,global,observation,2016-01-01,400
233,4.0,2.428711336448729,5091930,equity_parkinson_variance,global,observation,2016-01-01,400
234,1.0,0.6342244681610166,5090405,equity_parkinson_variance,global,observation,2016-01-01,400
234,1.5,0.6312607939414033,5090405,equity_parkinson_variance,global,observation,2016-01-01,400
234,2.0,0.6975413132681093,5090405,equity_parkinson_variance,global,observation,2016-01-01,400
234,3.0,1.1130852766376869,5090405,equity_parkinson_variance,global,observation,2016-01-01,400
234,4.0,2.4313273300201543,5090405,equity_parkinson_variance,global,observation,2016-01-01,400
235,1.0,0.6346394812227422,5088880,equity_parkinson_variance,global,observation,2016-01-01,400
235,1.5,0.6318211920087988,5088880,equity_parkinson_variance,global,observation,2016-01-01,400
235,2.0,0.698220095612847,5088880,equity_parkinson_variance,global,observation,2016-01-01,400
235,3.0,1.1137737107990442,5088880,equity_parkinson_variance,global,observation,2016-01-01,400
235,4.0,2.4290105494025642,5088880,equity_parkinson_variance,global,observation,2016-01-01,400
236,1.0,0.6347119388966899,5087355,equity_parkinson_variance,global,observation,2016-01-01,400
236,1.5,0.6319968111491113,5087355,equity_parkinson_variance,global,observation,2016-01-01,400
236,2.0,0.6986543340438068,5087355,equity_parkinson_variance,global,observation,2016-01-01,400
236,3.0,1.115930711461692,5087355,equity_parkinson_variance,global,observation,2016-01-01,400
236,4.0,2.438837530907159,5087355,equity_parkinson_variance,global,observation,2016-01-01,400
237,1.0,0.6347994261165844,5085830,equity_parkinson_variance,global,observation,2016-01-01,400
237,1.5,0.6321881938550895,5085830,equity_parkinson_variance,global,observation,2016-01-01,400
237,2.0,0.6989945171349967,5085830,equity_parkinson_variance,global,observation,2016-01-01,400
237,3.0,1.116764844515645,5085830,equity_parkinson_variance,global,observation,2016-01-01,400
237,4.0,2.4402484135723004,5085830,equity_parkinson_variance,global,observation,2016-01-01,400
238,1.0,0.6348113659468885,5084305,equity_parkinson_variance,global,observation,2016-01-01,400
238,1.5,0.6322200135402943,5084305,equity_parkinson_variance,global,observation,2016-01-01,400
238,2.0,0.6991157476125744,5084305,equity_parkinson_variance,global,observation,2016-01-01,400
238,3.0,1.1175806583316477,5084305,equity_parkinson_variance,global,observation,2016-01-01,400
238,4.0,2.4448861341260435,5084305,equity_parkinson_variance,global,observation,2016-01-01,400
239,1.0,0.6348885236961589,5082780,equity_parkinson_variance,global,observation,2016-01-01,400
239,1.5,0.6323382384336067,5082780,equity_parkinson_variance,global,observation,2016-01-01,400
239,2.0,0.6991864500993573,5082780,equity_parkinson_variance,global,observation,2016-01-01,400
239,3.0,1.1166262672635001,5082780,equity_parkinson_variance,global,observation,2016-01-01,400
239,4.0,2.436173097628023,5082780,equity_parkinson_variance,global,observation,2016-01-01,400
240,1.0,0.6352536803637433,5081255,equity_parkinson_variance,global,observation,2016-01-01,400
240,1.5,0.6328809505782397,5081255,equity_parkinson_variance,global,observation,2016-01-01,400
240,2.0,0.7000067650645807,5081255,equity_parkinson_variance,global,observation,2016-01-01,400
240,3.0,1.1188614459234945,5081255,equity_parkinson_variance,global,observation,2016-01-01,400
240,4.0,2.4442569174695907,5081255,equity_parkinson_variance,global,observation,2016-01-01,400
241,1.0,0.6355577469091238,5079730,equity_parkinson_variance,global,observation,2016-01-01,400
241,1.5,0.6331981886136154,5079730,equity_parkinson_variance,global,observation,2016-01-01,400
241,2.0,0.7002410278677631,5079730,equity_parkinson_variance,global,observation,2016-01-01,400
241,3.0,1.1180238938389513,5079730,equity_parkinson_variance,global,observation,2016-01-01,400
241,4.0,2.436850085333869,5079730,equity_parkinson_variance,global,observation,2016-01-01,400
242,1.0,0.6356421583775832,5078205,equity_parkinson_variance,global,observation,2016-01-01,400
242,1.5,0.6333399718559795,5078205,equity_parkinson_variance,global,observation,2016-01-01,400
242,2.0,0.7005432208880024,5078205,equity_parkinson_variance,global,observation,2016-01-01,400
242,3.0,1.11967498744831,5078205,equity_parkinson_variance,global,observation,2016-01-01,400
242,4.0,2.4463093043845263,5078205,equity_parkinson_variance,global,observation,2016-01-01,400
243,1.0,0.6356574066721037,5076680,equity_parkinson_variance,global,observation,2016-01-01,400
243,1.5,0.6334011039509067,5076680,equity_parkinson_variance,global,observation,2016-01-01,400
243,2.0,0.7005872739269466,5076680,equity_parkinson_variance,global,observation,2016-01-01,400
243,3.0,1.1189727653176196,5076680,equity_parkinson_variance,global,observation,2016-01-01,400
243,4.0,2.4398672403416835,5076680,equity_parkinson_variance,global,observation,2016-01-01,400
244,1.0,0.6353883262034807,5075155,equity_parkinson_variance,global,observation,2016-01-01,400
244,1.5,0.6330964147991583,5075155,equity_parkinson_variance,global,observation,2016-01-01,400
244,2.0,0.7003585425985092,5075155,equity_parkinson_variance,global,observation,2016-01-01,400
244,3.0,1.1202223064410564,5075155,equity_parkinson_variance,global,observation,2016-01-01,400
244,4.0,2.452222987579718,5075155,equity_parkinson_variance,global,observation,2016-01-01,400
245,1.0,0.6349985870118942,5073630,equity_parkinson_variance,global,observation,2016-01-01,400
245,1.5,0.6325459517705083,5073630,equity_parkinson_variance,global,observation,2016-01-01,400
245,2.0,0.6995503082051737,5073630,equity_parkinson_variance,global,observation,2016-01-01,400
245,3.0,1.117933551643948,5073630,equity_parkinson_variance,global,observation,2016-01-01,400
245,4.0,2.4429600568484187,5073630,equity_parkinson_variance,global,observation,2016-01-01,400
246,1.0,0.6345725712043719,5072105,equity_parkinson_variance,global,observation,2016-01-01,400
246,1.5,0.6319722304010095,5072105,equity_parkinson_variance,global,observation,2016-01-01,400
246,2.0,0.6988207549665922,5072105,equity_parkinson_variance,global,observation,2016-01-01,400
246,3.0,1.117040855483718,5072105,equity_parkinson_variance,global,observation,2016-01-01,400
246,4.0,2.4443774730906926,5072105,equity_parkinson_variance,global,observation,2016-01-01,400
247,1.0,0.6341640916069747,5070580,equity_parkinson_variance,global,observation,2016-01-01,400
247,1.5,0.6314671487727437,5070580,equity_parkinson_variance,global,observation,2016-01-01,400
247,2.0,0.6981772749858224,5070580,equity_parkinson_variance,global,observation,2016-01-01,400
247,3.0,1.1150928136109908,5070580,equity_parkinson_variance,global,observation,2016-01-01,400
247,4.0,2.4328736855609985,5070580,equity_parkinson_variance,global,observation,2016-01-01,400
248,1.0,0.6341904680538344,5069055,equity_parkinson_variance,global,observation,2016-01-01,400
248,1.5,0.6315842363864039,5069055,equity_parkinson_variance,global,observation,2016-01-01,400
248,2.0,0.6985823936987492,5069055,equity_parkinson_variance,global,observation,2016-01-01,400
248,3.0,1.1177670731232658,5069055,equity_parkinson_variance,global,observation,2016-01-01,400
248,4.0,2.446698038621171,5069055,equity_parkinson_variance,global,observation,2016-01-01,400
249,1.0,0.6328557060955132,5067530,equity_parkinson_variance,global,observation,2016-01-01,400
249,1.5,0.6296333156252925,5067530,equity_parkinson_variance,global,observation,2016-01-01,400
249,2.0,0.6957574744848457,5067530,equity_parkinson_variance,global,observation,2016-01-01,400
249,3.0,1.111336581083027,5067530,equity_parkinson_variance,global,observation,2016-01-01,400
249,4.0,2.4298988546362974,5067530,equity_parkinson_variance,global,observation,2016-01-01,400
250,1.0,0.6315255663698149,5066005,equity_parkinson_variance,global,observation,2016-01-01,400
250,1.5,0.6279924808040085,5066005,equity_parkinson_variance,global,observation,2016-01-01,400
250,2.0,0.6938672989856364,5066005,equity_parkinson_variance,global,observation,2016-01-01,400
250,3.0,1.1090968874948497,5066005,equity_parkinson_variance,global,observation,2016-01-01,400
250,4.0,2.426543308827318,5066005,equity_parkinson_variance,global,observation,2016-01-01,400
251,1.0,0.6299184476016797,5064480,equity_parkinson_variance,global,observation,2016-01-01,400
251,1.5,0.625936038339826,5064480,equity_parkinson_variance,global,observation,2016-01-01,400
251,2.0,0.6913103674005898,5064480,equity_parkinson_variance,global,observation,2016-01-01,400
251,3.0,1.1049765800726865,5064480,equity_parkinson_variance,global,observation,2016-01-01,400
251,4.0,2.419419628564524,5064480,equity_parkinson_variance,global,observation,2016-01-01,400
252,1.0,0.6321631202169544,5062955,equity_parkinson_variance,global,observation,2016-01-01,400
252,1.5,0.6289251165187251,5062955,equity_parkinson_variance,global,observation,2016-01-01,400
252,2.0,0.6952116240424466,5062955,equity_parkinson_variance,global,observation,2016-01-01,400
252,3.0,1.1122084351117791,5062955,equity_parkinson_variance,global,observation,2016-01-01,400
252,4.0,2.4354979846820495,5062955,equity_parkinson_variance,global,observation,2016-01-01,400
253,1.0,0.6343578022468078,5061430,equity_parkinson_variance,global,observation,2016-01-01,400
253,1.5,0.6318342824578402,5061430,equity_parkinson_variance,global,observation,2016-01-01,400
253,2.0,0.6989628181259441,5061430,equity_parkinson_variance,global,observation,2016-01-01,400
253,3.0,1.1187343678001056,5061430,equity_parkinson_variance,global,observation,2016-01-01,400
253,4.0,2.4484825671236976,5061430,equity_parkinson_variance,global,observation,2016-01-01,400
254,1.0,0.635467209085942,5059905,equity_parkinson_variance,global,observation,2016-01-01,400
254,1.5,0.633395447235133,5059905,equity_parkinson_variance,global,observation,2016-01-01,400
254,2.0,0.7009850671217697,5059905,equity_parkinson_variance,global,observation,2016-01-01,400
254,3.0,1.1214293577202739,5059905,equity_parkinson_variance,global,observation,2016-01-01,400
254,4.0,2.4486074953746733,5059905,equity_parkinson_variance,global,observation,2016-01-01,400
255,1.0,0.6362088999986335,5058380,equity_parkinson_variance,global,observation,2016-01-01,400
255,1.5,0.6346269969442964,5058380,equity_parkinson_variance,global,observation,2016-01-01,400
255,2.0,0.7029574039015346,5058380,equity_parkinson_variance,global,observation,2016-01-01,400
255,3.0,1.1266034476094313,5058380,equity_parkinson_variance,global,observation,2016-01-01,400
255,4.0,2.4642251735592113,5058380,equity_parkinson_variance,global,observation,2016-01-01,400
256,1.0,0.6366000456487912,5056855,equity_parkinson_variance,global,observation,2016-01-01,400
256,1.5,0.6349232826467098,5056855,equity_parkinson_variance,global,observation,2016-01-01,400
256,2.0,0.7030342842763089,5056855,equity_parkinson_variance,global,observation,2016-01-01,400
256,3.0,1.1255368463824118,5056855,equity_parkinson_variance,global,observation,2016-01-01,400
256,4.0,2.459376944956857,5056855,equity_parkinson_variance,global,observation,2016-01-01,400
257,1.0,0.6379655650918924,5055330,equity_parkinson_variance,global,observation,2016-01-01,400
257,1.5,0.6368165200934667,5055330,equity_parkinson_variance,global,observation,2016-01-01,400
257,2.0,0.7055643877686071,5055330,equity_parkinson_variance,global,observation,2016-01-01,400
257,3.0,1.1303198497473548,5055330,equity_parkinson_variance,global,observation,2016-01-01,400
257,4.0,2.4706822685025918,5055330,equity_parkinson_variance,global,observation,2016-01-01,400
258,1.0,0.6388193024775863,5053805,equity_parkinson_variance,global,observation,2016-01-01,400
258,1.5,0.6379433099949897,5053805,equity_parkinson_variance,global,observation,2016-01-01,400
258,2.0,0.7069514755593865,5053805,equity_parkinson_variance,global,observation,2016-01-01,400
258,3.0,1.1319842237998252,5053805,equity_parkinson_variance,global,observation,2016-01-01,400
258,4.0,2.4693589265368137,5053805,equity_parkinson_variance,global,observation,2016-01-01,400
259,1.0,0.6387100799826705,5052280,equity_parkinson_variance,global,observation,2016-01-01,400
259,1.5,0.637856572085687,5052280,equity_parkinson_variance,global,observation,2016-01-01,400
259,2.0,0.7070026814457966,5052280,equity_parkinson_variance,global,observation,2016-01-01,400
259,3.0,1.1333815587533924,5052280,equity_parkinson_variance,global,observation,2016-01-01,400
259,4.0,2.4786847034178394,5052280,equity_parkinson_variance,global,observation,2016-01-01,400
260,1.0,0.6389130578391206,5050755,equity_parkinson_variance,global,observation,2016-01-01,400
260,1.5,0.6381988667465113,5050755,equity_parkinson_variance,global,observation,2016-01-01,400
260,2.0,0.7075610606970164,5050755,equity_parkinson_variance,global,observation,2016-01-01,400
260,3.0,1.1346479051392326,5050755,equity_parkinson_variance,global,observation,2016-01-01,400
260,4.0,2.4796666966114613,5050755,equity_parkinson_variance,global,observation,2016-01-01,400
261,1.0,0.6388674232338067,5049230,equity_parkinson_variance,global,observation,2016-01-01,400
261,1.5,0.638097288570855,5049230,equity_parkinson_variance,global,observation,2016-01-01,400
261,2.0,0.7072755498154293,5049230,equity_parkinson_variance,global,observation,2016-01-01,400
261,3.0,1.1329916285146258,5049230,equity_parkinson_variance,global,observation,2016-01-01,400
261,4.0,2.4723026275312305,5049230,equity_parkinson_variance,global,observation,2016-01-01,400
262,1.0,0.639205537535866,5047705,equity_parkinson_variance,global,observation,2016-01-01,400
262,1.5,0.6386047277235742,5047705,equity_parkinson_variance,global,observation,2016-01-01,400
262,2.0,0.7080167286115275,5047705,equity_parkinson_variance,global,observation,2016-01-01,400
262,3.0,1.1346729333044856,5047705,equity_parkinson_variance,global,observation,2016-01-01,400
262,4.0,2.477465730130406,5047705,equity_parkinson_variance,global,observation,2016-01-01,400
263,1.0,0.6397463417788781,5046180,equity_parkinson_variance,global,observation,2016-01-01,400
263,1.5,0.639564801718932,5046180,equity_parkinson_variance,global,observation,2016-01-01,400
263,2.0,0.7097229519844331,5046180,equity_parkinson_variance,global,observation,2016-01-01,400
263,3.0,1.1403622720278428,5046180,equity_parkinson_variance,global,observation,2016-01-01,400
263,4.0,2.497581654583489,5046180,equity_parkinson_variance,global,observation,2016-01-01,400
264,1.0,0.6399492028339457,5044655,equity_parkinson_variance,global,observation,2016-01-01,400
264,1.5,0.6398026046617766,5044655,equity_parkinson_variance,global,observation,2016-01-01,400
264,2.0,0.7099344440516003,5044655,equity_parkinson_variance,global,observation,2016-01-01,400
264,3.0,1.1398771378329506,5044655,equity_parkinson_variance,global,observation,2016-01-01,400
264,4.0,2.4919228145996835,5044655,equity_parkinson_variance,global,observation,2016-01-01,400
265,1.0,0.6400113285868294,5043130,equity_parkinson_variance,global,observation,2016-01-01,400
265,1.5,0.6400672772391255,5043130,equity_parkinson_variance,global,observation,2016-01-01,400
265,2.0,0.7104180360378181,5043130,equity_parkinson_variance,global,observation,2016-01-01,400
265,3.0,1.1407275416515104,5043130,equity_parkinson_variance,global,observation,2016-01-01,400
265,4.0,2.4922486704454516,5043130,equity_parkinson_variance,global,observation,2016-01-01,400
266,1.0,0.6406097363112149,5041605,equity_parkinson_variance,global,observation,2016-01-01,400
266,1.5,0.6408258206199946,5041605,equity_parkinson_variance,global,observation,2016-01-01,400
266,2.0,0.711444792332563,5041605,equity_parkinson_variance,global,observation,2016-01-01,400
266,3.0,1.1432933290489113,5041605,equity_parkinson_variance,global,observation,2016-01-01,400
266,4.0,2.5010253722785953,5041605,equity_parkinson_variance,global,observation,2016-01-01,400
267,1.0,0.6408242018989068,5040080,equity_parkinson_variance,global,observation,2016-01-01,400
267,1.5,0.6412166405906329,5040080,equity_parkinson_variance,global,observation,2016-01-01,400
267,2.0,0.7120657540203694,5040080,equity_parkinson_variance,global,observation,2016-01-01,400
267,3.0,1.14443358226359,5040080,equity_parkinson_variance,global,observation,2016-01-01,400
267,4.0,2.503172772147823,5040080,equity_parkinson_variance,global,observation,2016-01-01,400
268,1.0,0.641399803768521,5038555,equity_parkinson_variance,global,observation,2016-01-01,400
268,1.5,0.642141739236673,5038555,equity_parkinson_variance,global,observation,2016-01-01,400
268,2.0,0.7134969539710069,5038555,equity_parkinson_variance,global,observation,2016-01-01,400
268,3.0,1.148027100183242,5038555,equity_parkinson_variance,global,observation,2016-01-01,400
268,4.0,2.5126476951653314,5038555,equity_parkinson_variance,global,observation,2016-01-01,400
269,1.0,0.6414161821726084,5037030,equity_parkinson_variance,global,observation,2016-01-01,400
269,1.5,0.6420680730776,5037030,equity_parkinson_variance,global,observation,2016-01-01,400
269,2.0,0.7131602262538834,5037030,equity_parkinson_variance,global,observation,2016-01-01,400
269,3.0,1.145253588123522,5037030,equity_parkinson_variance,global,observation,2016-01-01,400
269,4.0,2.495538116253638,5037030,equity_parkinson_variance,global,observation,2016-01-01,400
270,1.0,0.6413095830879365,5035505,equity_parkinson_variance,global,observation,2016-01-01,400
270,1.5,0.6419937177696635,5035505,equity_parkinson_variance,global,observation,2016-01-01,400
270,2.0,0.71320374667881,5035505,equity_parkinson_variance,global,observation,2016-01-01,400
270,3.0,1.1467103301493151,5035505,equity_parkinson_variance,global,observation,2016-01-01,400
270,4.0,2.506760330562131,5035505,equity_parkinson_variance,global,observation,2016-01-01,400
271,1.0,0.641048110321197,5033980,equity_parkinson_variance,global,observation,2016-01-01,400
271,1.5,0.6417476706393558,5033980,equity_parkinson_variance,global,observation,2016-01-01,400
271,2.0,0.7130734009671753,5033980,equity_parkinson_variance,global,observation,2016-01-01,400
271,3.0,1.147335796476154,5033980,equity_parkinson_variance,global,observation,2016-01-01,400
271,4.0,2.5100341035007987,5033980,equity_parkinson_variance,global,observation,2016-01-01,400
272,1.0,0.6408698589254527,5032455,equity_parkinson_variance,global,observation,2016-01-01,400
272,1.5,0.6416135032229966,5032455,equity_parkinson_variance,global,observation,2016-01-01,400
272,2.0,0.7129580657293955,5032455,equity_parkinson_variance,global,observation,2016-01-01,400
272,3.0,1.1472359401551493,5032455,equity_parkinson_variance,global,observation,2016-01-01,400
272,4.0,2.5105692179845467,5032455,equity_parkinson_variance,global,observation,2016-01-01,400
273,1.0,0.6406966974423752,5030930,equity_parkinson_variance,global,observation,2016-01-01,400
273,1.5,0.6414905071115354,5030930,equity_parkinson_variance,global,observation,2016-01-01,400
273,2.0,0.7129939764208856,5030930,equity_parkinson_variance,global,observation,2016-01-01,400
273,3.0,1.1478824549340678,5030930,equity_parkinson_variance,global,observation,2016-01-01,400
273,4.0,2.510817205872222,5030930,equity_parkinson_variance,global,observation,2016-01-01,400
274,1.0,0.6409214157128786,5029405,equity_parkinson_variance,global,observation,2016-01-01,400
274,1.5,0.641912445113033,5029405,equity_parkinson_variance,global,observation,2016-01-01,400
274,2.0,0.7137729225603481,5029405,equity_parkinson_variance,global,observation,2016-01-01,400
274,3.0,1.1506567616758796,5029405,equity_parkinson_variance,global,observation,2016-01-01,400
274,4.0,2.522150470753304,5029405,equity_parkinson_variance,global,observation,2016-01-01,400
275,1.0,0.6410451426299034,5027880,equity_parkinson_variance,global,observation,2016-01-01,400
275,1.5,0.6420340111975145,5027880,equity_parkinson_variance,global,observation,2016-01-01,400
275,2.0,0.7138293886042582,5027880,equity_parkinson_variance,global,observation,2016-01-01,400
275,3.0,1.1498690596413723,5027880,equity_parkinson_variance,global,observation,2016-01-01,400
275,4.0,2.5156683491864302,5027880,equity_parkinson_variance,global,observation,2016-01-01,400
276,1.0,0.641286316328562,5026355,equity_parkinson_variance,global,observation,2016-01-01,400
276,1.5,0.6422069882058448,5026355,equity_parkinson_variance,global,observation,2016-01-01,400
276,2.0,0.7139008304510166,5026355,equity_parkinson_variance,global,observation,2016-01-01,400
276,3.0,1.1494556853612683,5026355,equity_parkinson_variance,global,observation,2016-01-01,400
276,4.0,2.511968674814044,5026355,equity_parkinson_variance,global,observation,2016-01-01,400
277,1.0,0.6411523341869995,5024830,equity_parkinson_variance,global,observation,2016-01-01,400
277,1.5,0.6421001698480187,5024830,equity_parkinson_variance,global,observation,2016-01-01,400
277,2.0,0.7138068179072178,5024830,equity_parkinson_variance,global,observation,2016-01-01,400
277,3.0,1.1495122353196352,5024830,equity_parkinson_variance,global,observation,2016-01-01,400
277,4.0,2.5152115175826224,5024830,equity_parkinson_variance,global,observation,2016-01-01,400
278,1.0,0.6416694705875556,5023305,equity_parkinson_variance,global,observation,2016-01-01,400
278,1.5,0.6426866317144512,5023305,equity_parkinson_variance,global,observation,2016-01-01,400
278,2.0,0.7144157473928469,5023305,equity_parkinson_variance,global,observation,2016-01-01,400
278,3.0,1.1497917993671987,5023305,equity_parkinson_variance,global,observation,2016-01-01,400
278,4.0,2.512796844026741,5023305,equity_parkinson_variance,global,observation,2016-01-01,400
279,1.0,0.6410926719855864,5021780,equity_parkinson_variance,global,observation,2016-01-01,400
