Lag,q,Moment,Observations,Table,Population
356,2.0,0.4574680216243464,4727,equity_garman_klass_variance,AAPL
356,3.0,0.5105068308795905,4727,equity_garman_klass_variance,AAPL
356,4.0,0.6902804357536539,4727,equity_garman_klass_variance,AAPL
357,1.0,0.5380237547186416,5833,equity_garman_klass_variance,AAPL
357,1.5,0.4780348689529254,5833,equity_garman_klass_variance,AAPL
357,2.0,0.46074819399086,5833,equity_garman_klass_variance,AAPL
357,3.0,0.5156009931690568,5833,equity_garman_klass_variance,AAPL
357,4.0,0.7005930489304772,5833,equity_garman_klass_variance,AAPL
358,1.0,0.5304468413889152,4739,equity_garman_klass_variance,AAPL
358,1.5,0.4679422978728503,4739,equity_garman_klass_variance,AAPL
358,2.0,0.44658551410752445,4739,equity_garman_klass_variance,AAPL
358,3.0,0.4852903293413352,4739,equity_garman_klass_variance,AAPL
358,4.0,0.6330553052918564,4739,equity_garman_klass_variance,AAPL
359,1.0,0.5355931685257603,3522,equity_garman_klass_variance,AAPL
359,1.5,0.47378273512405716,3522,equity_garman_klass_variance,AAPL
359,2.0,0.4531720302755725,3522,equity_garman_klass_variance,AAPL
359,3.0,0.49283727152991136,3522,equity_garman_klass_variance,AAPL
359,4.0,0.6364205508295169,3522,equity_garman_klass_variance,AAPL
360,1.0,0.5487949928590214,3387,equity_garman_klass_variance,AAPL
360,1.5,0.4946358506204287,3387,equity_garman_klass_variance,AAPL
360,2.0,0.48355375380886695,3387,equity_garman_klass_variance,AAPL
360,3.0,0.5579838342529087,3387,equity_garman_klass_variance,AAPL
360,4.0,0.7906279879230906,3387,equity_garman_klass_variance,AAPL
361,1.0,0.5439043554331316,3389,equity_garman_klass_variance,AAPL
361,1.5,0.4896549637910497,3389,equity_garman_klass_variance,AAPL
361,2.0,0.47897182471045324,3389,equity_garman_klass_variance,AAPL
361,3.0,0.5536277078223244,3389,equity_garman_klass_variance,AAPL
361,4.0,0.7822020074495781,3389,equity_garman_klass_variance,AAPL
362,1.0,0.5341158263804473,3523,equity_garman_klass_variance,AAPL
362,1.5,0.4739732671484952,3523,equity_garman_klass_variance,AAPL
362,2.0,0.4562514070627617,3523,equity_garman_klass_variance,AAPL
362,3.0,0.5106034338952751,3523,equity_garman_klass_variance,AAPL
362,4.0,0.699412854330019,3523,equity_garman_klass_variance,AAPL
363,1.0,0.5318252862714203,4724,equity_garman_klass_variance,AAPL
363,1.5,0.4719872740407912,4724,equity_garman_klass_variance,AAPL
363,2.0,0.4551448728059397,4724,equity_garman_klass_variance,AAPL
363,3.0,0.5136764842993997,4724,equity_garman_klass_variance,AAPL
363,4.0,0.7177827689985913,4724,equity_garman_klass_variance,AAPL
364,1.0,0.5261133721056545,5927,equity_garman_klass_variance,AAPL
364,1.5,0.4648011271922133,5927,equity_garman_klass_variance,AAPL
364,2.0,0.4468401902269001,5927,equity_garman_klass_variance,AAPL
364,3.0,0.502700977687116,5927,equity_garman_klass_variance,AAPL
364,4.0,0.6983526650065357,5927,equity_garman_klass_variance,AAPL
365,1.0,0.5284295078439999,4760,equity_garman_klass_variance,AAPL
365,1.5,0.4673863830804578,4760,equity_garman_klass_variance,AAPL
365,2.0,0.4493345686693225,4760,equity_garman_klass_variance,AAPL
365,3.0,0.5063714310417025,4760,equity_garman_klass_variance,AAPL
365,4.0,0.7121566786806592,4760,equity_garman_klass_variance,AAPL
366,1.0,0.5278189214570657,3527,equity_garman_klass_variance,AAPL
366,1.5,0.46786631888603863,3527,equity_garman_klass_variance,AAPL
366,2.0,0.451470792300513,3527,equity_garman_klass_variance,AAPL
366,3.0,0.5129009221249389,3527,equity_garman_klass_variance,AAPL
366,4.0,0.7220283893651085,3527,equity_garman_klass_variance,AAPL
367,1.0,0.5424022053918561,3391,equity_garman_klass_variance,AAPL
367,1.5,0.48914468320868004,3391,equity_garman_klass_variance,AAPL
367,2.0,0.48064533880420984,3391,equity_garman_klass_variance,AAPL
367,3.0,0.5623655654184544,3391,equity_garman_klass_variance,AAPL
367,4.0,0.7983817978779773,3391,equity_garman_klass_variance,AAPL
368,1.0,0.5522721742553395,3387,equity_garman_klass_variance,AAPL
368,1.5,0.4994311427276126,3387,equity_garman_klass_variance,AAPL
368,2.0,0.49102282493730876,3387,equity_garman_klass_variance,AAPL
368,3.0,0.576389650548768,3387,equity_garman_klass_variance,AAPL
368,4.0,0.8357846516192177,3387,equity_garman_klass_variance,AAPL
369,1.0,0.5345054982659109,3522,equity_garman_klass_variance,AAPL
369,1.5,0.47926104496332117,3522,equity_garman_klass_variance,AAPL
369,2.0,0.46752045832095396,3522,equity_garman_klass_variance,AAPL
369,3.0,0.5378476952996518,3522,equity_garman_klass_variance,AAPL
369,4.0,0.7539067049635833,3522,equity_garman_klass_variance,AAPL
370,1.0,0.5395094144082393,4722,equity_garman_klass_variance,AAPL
370,1.5,0.48284289111282575,4722,equity_garman_klass_variance,AAPL
370,2.0,0.4694718471229693,4722,equity_garman_klass_variance,AAPL
370,3.0,0.5367933528383354,4722,equity_garman_klass_variance,AAPL
370,4.0,0.7503311067117278,4722,equity_garman_klass_variance,AAPL
371,1.0,0.5405038530169455,5836,equity_garman_klass_variance,AAPL
371,1.5,0.48449557947546656,5836,equity_garman_klass_variance,AAPL
371,2.0,0.4722307487113958,5836,equity_garman_klass_variance,AAPL
371,3.0,0.5436716161156494,5836,equity_garman_klass_variance,AAPL
371,4.0,0.7648885476547063,5836,equity_garman_klass_variance,AAPL
372,1.0,0.5351384024526635,4732,equity_garman_klass_variance,AAPL
372,1.5,0.47830923965793143,4732,equity_garman_klass_variance,AAPL
372,2.0,0.46479556158083757,4732,equity_garman_klass_variance,AAPL
372,3.0,0.5316133114957281,4732,equity_garman_klass_variance,AAPL
372,4.0,0.7433493107381454,4732,equity_garman_klass_variance,AAPL
373,1.0,0.5357064889743284,3518,equity_garman_klass_variance,AAPL
373,1.5,0.47891974346761984,3518,equity_garman_klass_variance,AAPL
373,2.0,0.4656433102005237,3518,equity_garman_klass_variance,AAPL
373,3.0,0.5330527209533287,3518,equity_garman_klass_variance,AAPL
373,4.0,0.7437304869999903,3518,equity_garman_klass_variance,AAPL
374,1.0,0.5467871339920076,3384,equity_garman_klass_variance,AAPL
374,1.5,0.49769786724580095,3384,equity_garman_klass_variance,AAPL
374,2.0,0.493607988602389,3384,equity_garman_klass_variance,AAPL
374,3.0,0.5855077787000499,3384,equity_garman_klass_variance,AAPL
374,4.0,0.8340223671732371,3384,equity_garman_klass_variance,AAPL
375,1.0,0.5543197378965149,3384,equity_garman_klass_variance,AAPL
375,1.5,0.5028753974306289,3384,equity_garman_klass_variance,AAPL
375,2.0,0.49565529322041896,3384,equity_garman_klass_variance,AAPL
375,3.0,0.5793783550872418,3384,equity_garman_klass_variance,AAPL
375,4.0,0.8159556732656862,3384,equity_garman_klass_variance,AAPL
376,1.0,0.5444063160729437,3520,equity_garman_klass_variance,AAPL
376,1.5,0.48789176975718573,3520,equity_garman_klass_variance,AAPL
376,2.0,0.4742500929809057,3520,equity_garman_klass_variance,AAPL
376,3.0,0.5369246236658973,3520,equity_garman_klass_variance,AAPL
376,4.0,0.7296416425217208,3520,equity_garman_klass_variance,AAPL
377,1.0,0.5414888068557424,4720,equity_garman_klass_variance,AAPL
377,1.5,0.48536699001436473,4720,equity_garman_klass_variance,AAPL
377,2.0,0.47151897733219156,4720,equity_garman_klass_variance,AAPL
377,3.0,0.5331531362135882,4720,equity_garman_klass_variance,AAPL
377,4.0,0.7264371053953363,4720,equity_garman_klass_variance,AAPL
378,1.0,0.5420794434665064,5811,equity_garman_klass_variance,AAPL
378,1.5,0.48569596036966606,5811,equity_garman_klass_variance,AAPL
378,2.0,0.4716751709113223,5811,equity_garman_klass_variance,AAPL
378,3.0,0.5315730651225026,5811,equity_garman_klass_variance,AAPL
378,4.0,0.7162820895756742,5811,equity_garman_klass_variance,AAPL
379,1.0,0.5454462139988393,4718,equity_garman_klass_variance,AAPL
379,1.5,0.4898307433242165,4718,equity_garman_klass_variance,AAPL
379,2.0,0.47679360799797416,4718,equity_garman_klass_variance,AAPL
379,3.0,0.540230282304431,4718,equity_garman_klass_variance,AAPL
379,4.0,0.7334618715576026,4718,equity_garman_klass_variance,AAPL
380,1.0,0.5386154626127585,3513,equity_garman_klass_variance,AAPL
380,1.5,0.4809336812241195,3513,equity_garman_klass_variance,AAPL
380,2.0,0.4659260972438507,3513,equity_garman_klass_variance,AAPL
380,3.0,0.5247490883067528,3513,equity_garman_klass_variance,AAPL
380,4.0,0.7084325129886864,3513,equity_garman_klass_variance,AAPL
381,1.0,0.5533738219012002,3381,equity_garman_klass_variance,AAPL
381,1.5,0.49996850158578815,3381,equity_garman_klass_variance,AAPL
381,2.0,0.4895681306384625,3381,equity_garman_klass_variance,AAPL
381,3.0,0.5624091092705015,3381,equity_garman_klass_variance,AAPL
381,4.0,0.7771318187898937,3381,equity_garman_klass_variance,AAPL
382,1.0,0.553124662329048,3385,equity_garman_klass_variance,AAPL
382,1.5,0.499045435098088,3385,equity_garman_klass_variance,AAPL
382,2.0,0.48792803814361885,3385,equity_garman_klass_variance,AAPL
382,3.0,0.5579907638525793,3385,equity_garman_klass_variance,AAPL
382,4.0,0.7626016253918994,3385,equity_garman_klass_variance,AAPL
383,1.0,0.5421013401940771,3520,equity_garman_klass_variance,AAPL
383,1.5,0.48539376983050103,3520,equity_garman_klass_variance,AAPL
383,2.0,0.4713160104200044,3520,equity_garman_klass_variance,AAPL
383,3.0,0.5323929745483174,3520,equity_garman_klass_variance,AAPL
383,4.0,0.7229148207885839,3520,equity_garman_klass_variance,AAPL
384,1.0,0.5401466511944748,4720,equity_garman_klass_variance,AAPL
384,1.5,0.4819757650682217,4720,equity_garman_klass_variance,AAPL
384,2.0,0.466414313106083,4720,equity_garman_klass_variance,AAPL
384,3.0,0.5247591452646306,4720,equity_garman_klass_variance,AAPL
384,4.0,0.7129268970329384,4720,equity_garman_klass_variance,AAPL
385,1.0,0.5428613597737252,5821,equity_garman_klass_variance,AAPL
385,1.5,0.48639873126758854,5821,equity_garman_klass_variance,AAPL
385,2.0,0.4728222192691105,5821,equity_garman_klass_variance,AAPL
385,3.0,0.5377410186901975,5821,equity_garman_klass_variance,AAPL
385,4.0,0.742369201969579,5821,equity_garman_klass_variance,AAPL
386,1.0,0.5334306376953565,4713,equity_garman_klass_variance,AAPL
386,1.5,0.475255195862556,4713,equity_garman_klass_variance,AAPL
386,2.0,0.459081671087962,4713,equity_garman_klass_variance,AAPL
386,3.0,0.5130683789151722,4713,equity_garman_klass_variance,AAPL
386,4.0,0.6921838312726951,4713,equity_garman_klass_variance,AAPL
387,1.0,0.5385753051270675,3510,equity_garman_klass_variance,AAPL
387,1.5,0.4805332373593745,3510,equity_garman_klass_variance,AAPL
387,2.0,0.46396830908095693,3510,equity_garman_klass_variance,AAPL
387,3.0,0.512778716548259,3510,equity_garman_klass_variance,AAPL
387,4.0,0.6669100975866258,3510,equity_garman_klass_variance,AAPL
388,1.0,0.544195874931228,3382,equity_garman_klass_variance,AAPL
388,1.5,0.48836346857695545,3382,equity_garman_klass_variance,AAPL
388,2.0,0.47585859855038604,3382,equity_garman_klass_variance,AAPL
388,3.0,0.5417508463034237,3382,equity_garman_klass_variance,AAPL
388,4.0,0.7367964148457784,3382,equity_garman_klass_variance,AAPL
389,1.0,0.5482591615070879,3382,equity_garman_klass_variance,AAPL
389,1.5,0.49489916201056183,3382,equity_garman_klass_variance,AAPL
389,2.0,0.4841853714245438,3382,equity_garman_klass_variance,AAPL
389,3.0,0.5535758277594097,3382,equity_garman_klass_variance,AAPL
389,4.0,0.7547678260024931,3382,equity_garman_klass_variance,AAPL
390,1.0,0.5351076421556621,3518,equity_garman_klass_variance,AAPL
390,1.5,0.4777041300141828,3518,equity_garman_klass_variance,AAPL
390,2.0,0.46252535000373957,3518,equity_garman_klass_variance,AAPL
390,3.0,0.5205633865172651,3518,equity_garman_klass_variance,AAPL
390,4.0,0.7096174705603709,3518,equity_garman_klass_variance,AAPL
391,1.0,0.5343163337837682,4716,equity_garman_klass_variance,AAPL
391,1.5,0.4734129259577717,4716,equity_garman_klass_variance,AAPL
391,2.0,0.45398691222149556,4716,equity_garman_klass_variance,AAPL
391,3.0,0.4975587467154849,4716,equity_garman_klass_variance,AAPL
391,4.0,0.6499614129484323,4716,equity_garman_klass_variance,AAPL
392,1.0,0.5362674278824243,5815,equity_garman_klass_variance,AAPL
392,1.5,0.47932352618380863,5815,equity_garman_klass_variance,AAPL
392,2.0,0.46516929716381256,5815,equity_garman_klass_variance,AAPL
392,3.0,0.5264177311444975,5815,equity_garman_klass_variance,AAPL
392,4.0,0.7180500440346975,5815,equity_garman_klass_variance,AAPL
393,1.0,0.5360509794918136,4715,equity_garman_klass_variance,AAPL
393,1.5,0.47646523354072273,4715,equity_garman_klass_variance,AAPL
393,2.0,0.4584257650078533,4715,equity_garman_klass_variance,AAPL
393,3.0,0.5060547834663176,4715,equity_garman_klass_variance,AAPL
393,4.0,0.6688797263940802,4715,equity_garman_klass_variance,AAPL
394,1.0,0.5307779578619303,3507,equity_garman_klass_variance,AAPL
394,1.5,0.4718913080182738,3507,equity_garman_klass_variance,AAPL
394,2.0,0.45520148297906166,3507,equity_garman_klass_variance,AAPL
394,3.0,0.5074026693744771,3507,equity_garman_klass_variance,AAPL
394,4.0,0.6774906317387013,3507,equity_garman_klass_variance,AAPL
395,1.0,0.5393252944147642,3372,equity_garman_klass_variance,AAPL
395,1.5,0.4836946250318525,3372,equity_garman_klass_variance,AAPL
395,2.0,0.4707213224365702,3372,equity_garman_klass_variance,AAPL
395,3.0,0.5352713682758177,3372,equity_garman_klass_variance,AAPL
395,4.0,0.7336546743763294,3372,equity_garman_klass_variance,AAPL
396,1.0,0.5455389740936681,3384,equity_garman_klass_variance,AAPL
396,1.5,0.4907901962178396,3384,equity_garman_klass_variance,AAPL
396,2.0,0.4791913738614747,3384,equity_garman_klass_variance,AAPL
396,3.0,0.5487173437371481,3384,equity_garman_klass_variance,AAPL
396,4.0,0.756485636242587,3384,equity_garman_klass_variance,AAPL
397,1.0,0.5350222656851263,3515,equity_garman_klass_variance,AAPL
397,1.5,0.47659055199742123,3515,equity_garman_klass_variance,AAPL
397,2.0,0.4607373401077657,3515,equity_garman_klass_variance,AAPL
397,3.0,0.5175625010315139,3515,equity_garman_klass_variance,AAPL
397,4.0,0.7013427220046529,3515,equity_garman_klass_variance,AAPL
398,1.0,0.5384186868602138,4712,equity_garman_klass_variance,AAPL
398,1.5,0.4809416367221605,4712,equity_garman_klass_variance,AAPL
398,2.0,0.46630346079876606,4712,equity_garman_klass_variance,AAPL
398,3.0,0.5278192508874385,4712,equity_garman_klass_variance,AAPL
398,4.0,0.7228037179033333,4712,equity_garman_klass_variance,AAPL
399,1.0,0.5376475949363221,5815,equity_garman_klass_variance,AAPL
399,1.5,0.47893625402258955,5815,equity_garman_klass_variance,AAPL
399,2.0,0.46299450416038107,5815,equity_garman_klass_variance,AAPL
399,3.0,0.521611562818047,5815,equity_garman_klass_variance,AAPL
399,4.0,0.7157199112650995,5815,equity_garman_klass_variance,AAPL
400,1.0,0.5357869926082263,4712,equity_garman_klass_variance,AAPL
400,1.5,0.4742289402789585,4712,equity_garman_klass_variance,AAPL
400,2.0,0.4547678186753577,4712,equity_garman_klass_variance,AAPL
400,3.0,0.5010042739259963,4712,equity_garman_klass_variance,AAPL
400,4.0,0.664246448959977,4712,equity_garman_klass_variance,AAPL
1,1.0,0.35323168153109485,4919,equity_garman_klass_variance,AMZN
1,1.5,0.2541960903664334,4919,equity_garman_klass_variance,AMZN
1,2.0,0.19830654015750485,4919,equity_garman_klass_variance,AMZN
1,3.0,0.14558277548681836,4919,equity_garman_klass_variance,AMZN
1,4.0,0.13144749546966683,4919,equity_garman_klass_variance,AMZN
2,1.0,0.36967213344299144,3664,equity_garman_klass_variance,AMZN
2,1.5,0.27411634920464406,3664,equity_garman_klass_variance,AMZN
2,2.0,0.2212373484418178,3664,equity_garman_klass_variance,AMZN
2,3.0,0.17570280072855424,3664,equity_garman_klass_variance,AMZN
2,4.0,0.17298487719216626,3664,equity_garman_klass_variance,AMZN
3,1.0,0.3860453869236647,3525,equity_garman_klass_variance,AMZN
3,1.5,0.2920886824082248,3525,equity_garman_klass_variance,AMZN
3,2.0,0.24026375091355792,3525,equity_garman_klass_variance,AMZN
3,3.0,0.19645426131676502,3525,equity_garman_klass_variance,AMZN
3,4.0,0.1945050350292645,3525,equity_garman_klass_variance,AMZN
4,1.0,0.3845533692823187,3524,equity_garman_klass_variance,AMZN
4,1.5,0.2916235452365177,3524,equity_garman_klass_variance,AMZN
4,2.0,0.24040667983730185,3524,equity_garman_klass_variance,AMZN
4,3.0,0.19736353930384917,3524,equity_garman_klass_variance,AMZN
4,4.0,0.19763878784381117,3524,equity_garman_klass_variance,AMZN
5,1.0,0.3876273965242377,3662,equity_garman_klass_variance,AMZN
5,1.5,0.2943651344456455,3662,equity_garman_klass_variance,AMZN
5,2.0,0.2426180678480171,3662,equity_garman_klass_variance,AMZN
5,3.0,0.19798843984492986,3662,equity_garman_klass_variance,AMZN
5,4.0,0.194687486398644,3662,equity_garman_klass_variance,AMZN
6,1.0,0.388754608277488,4912,equity_garman_klass_variance,AMZN
6,1.5,0.2949105436242317,4912,equity_garman_klass_variance,AMZN
6,2.0,0.24267718498121124,4912,equity_garman_klass_variance,AMZN
6,3.0,0.19763639687273826,4912,equity_garman_klass_variance,AMZN
6,4.0,0.1956244575672908,4912,equity_garman_klass_variance,AMZN
7,1.0,0.39291432091695494,6069,equity_garman_klass_variance,AMZN
7,1.5,0.3009747186998384,6069,equity_garman_klass_variance,AMZN
7,2.0,0.2506598550805158,6069,equity_garman_klass_variance,AMZN
7,3.0,0.20986618610615015,6069,equity_garman_klass_variance,AMZN
7,4.0,0.21289082628879943,6069,equity_garman_klass_variance,AMZN
8,1.0,0.4023636046607553,4914,equity_garman_klass_variance,AMZN
8,1.5,0.31064410559009553,4914,equity_garman_klass_variance,AMZN
8,2.0,0.26061490216519845,4914,equity_garman_klass_variance,AMZN
8,3.0,0.22175571409853403,4914,equity_garman_klass_variance,AMZN
8,4.0,0.23052715860634246,4914,equity_garman_klass_variance,AMZN
9,1.0,0.4092808594281967,3660,equity_garman_klass_variance,AMZN
9,1.5,0.3181360039494719,3660,equity_garman_klass_variance,AMZN
9,2.0,0.2683136434289781,3660,equity_garman_klass_variance,AMZN
9,3.0,0.2297767333941279,3660,equity_garman_klass_variance,AMZN
9,4.0,0.23743640204181055,3660,equity_garman_klass_variance,AMZN
10,1.0,0.42203058785462216,3522,equity_garman_klass_variance,AMZN
10,1.5,0.3339323676440033,3522,equity_garman_klass_variance,AMZN
10,2.0,0.28693710397566524,3522,equity_garman_klass_variance,AMZN
10,3.0,0.25591560328802737,3522,equity_garman_klass_variance,AMZN
10,4.0,0.27872240873648496,3522,equity_garman_klass_variance,AMZN
11,1.0,0.42731454009447745,3525,equity_garman_klass_variance,AMZN
11,1.5,0.3401214838430436,3525,equity_garman_klass_variance,AMZN
11,2.0,0.2933504185108738,3525,equity_garman_klass_variance,AMZN
11,3.0,0.26123884364240435,3525,equity_garman_klass_variance,AMZN
11,4.0,0.28015405531976784,3525,equity_garman_klass_variance,AMZN
12,1.0,0.4163223926190241,3660,equity_garman_klass_variance,AMZN
12,1.5,0.3263656412065776,3660,equity_garman_klass_variance,AMZN
12,2.0,0.27687353004432413,3660,equity_garman_klass_variance,AMZN
12,3.0,0.23668218627029677,3660,equity_garman_klass_variance,AMZN
12,4.0,0.23951666925103096,3660,equity_garman_klass_variance,AMZN
13,1.0,0.4154258878298711,4911,equity_garman_klass_variance,AMZN
13,1.5,0.32688265979816633,4911,equity_garman_klass_variance,AMZN
13,2.0,0.2791675681789714,4911,equity_garman_klass_variance,AMZN
13,3.0,0.24445831593275474,4911,equity_garman_klass_variance,AMZN
13,4.0,0.2579410005463717,4911,equity_garman_klass_variance,AMZN
14,1.0,0.41732165269239074,6052,equity_garman_klass_variance,AMZN
14,1.5,0.3295844789807464,6052,equity_garman_klass_variance,AMZN
14,2.0,0.2832731572891709,6052,equity_garman_klass_variance,AMZN
14,3.0,0.25394354233959654,6052,equity_garman_klass_variance,AMZN
14,4.0,0.2789872215617513,6052,equity_garman_klass_variance,AMZN
15,1.0,0.42096121200767056,4911,equity_garman_klass_variance,AMZN
15,1.5,0.3337133214468635,4911,equity_garman_klass_variance,AMZN
15,2.0,0.28759342330544796,4911,equity_garman_klass_variance,AMZN
15,3.0,0.25785662113668095,4911,equity_garman_klass_variance,AMZN
15,4.0,0.27951292499402947,4911,equity_garman_klass_variance,AMZN
16,1.0,0.4219091089102423,3656,equity_garman_klass_variance,AMZN
16,1.5,0.33457631894159817,3656,equity_garman_klass_variance,AMZN
16,2.0,0.2890032690874303,3656,equity_garman_klass_variance,AMZN
16,3.0,0.26277513119710905,3656,equity_garman_klass_variance,AMZN
16,4.0,0.2925362232185254,3656,equity_garman_klass_variance,AMZN
17,1.0,0.4319191150207923,3522,equity_garman_klass_variance,AMZN
17,1.5,0.34683539275865066,3522,equity_garman_klass_variance,AMZN
17,2.0,0.3031447487961869,3522,equity_garman_klass_variance,AMZN
17,3.0,0.2811529631084709,3522,equity_garman_klass_variance,AMZN
17,4.0,0.3203607512721418,3522,equity_garman_klass_variance,AMZN
18,1.0,0.434628841412053,3523,equity_garman_klass_variance,AMZN
18,1.5,0.34924558544362994,3523,equity_garman_klass_variance,AMZN
18,2.0,0.3055096918370504,3523,equity_garman_klass_variance,AMZN
18,3.0,0.28456898551928383,3523,equity_garman_klass_variance,AMZN
18,4.0,0.32604388936494394,3523,equity_garman_klass_variance,AMZN
19,1.0,0.41800386437848713,3662,equity_garman_klass_variance,AMZN
19,1.5,0.3306749968167954,3662,equity_garman_klass_variance,AMZN
19,2.0,0.28404907395984486,3662,equity_garman_klass_variance,AMZN
19,3.0,0.25228714407508457,3662,equity_garman_klass_variance,AMZN
19,4.0,0.27113052332394816,3662,equity_garman_klass_variance,AMZN
20,1.0,0.4234588660974612,4911,equity_garman_klass_variance,AMZN
20,1.5,0.3360954538603201,4911,equity_garman_klass_variance,AMZN
20,2.0,0.28927104974030976,4911,equity_garman_klass_variance,AMZN
20,3.0,0.2563567165121327,4911,equity_garman_klass_variance,AMZN
20,4.0,0.2722206148176956,4911,equity_garman_klass_variance,AMZN
21,1.0,0.43204724632686586,6048,equity_garman_klass_variance,AMZN
21,1.5,0.3455379289791241,6048,equity_garman_klass_variance,AMZN
21,2.0,0.30004942832852793,6048,equity_garman_klass_variance,AMZN
21,3.0,0.2727879891177119,6048,equity_garman_klass_variance,AMZN
21,4.0,0.30115613108575956,6048,equity_garman_klass_variance,AMZN
22,1.0,0.43104802090158245,4903,equity_garman_klass_variance,AMZN
22,1.5,0.3446583340918788,4903,equity_garman_klass_variance,AMZN
22,2.0,0.2994164493680277,4903,equity_garman_klass_variance,AMZN
22,3.0,0.272186160937571,4903,equity_garman_klass_variance,AMZN
22,4.0,0.2985050737475889,4903,equity_garman_klass_variance,AMZN
23,1.0,0.4360814051795669,3655,equity_garman_klass_variance,AMZN
23,1.5,0.3524591494050198,3655,equity_garman_klass_variance,AMZN
23,2.0,0.3100498584906843,3655,equity_garman_klass_variance,AMZN
23,3.0,0.290633242824907,3655,equity_garman_klass_variance,AMZN
23,4.0,0.3316670801241837,3655,equity_garman_klass_variance,AMZN
24,1.0,0.4397155916039244,3525,equity_garman_klass_variance,AMZN
24,1.5,0.35578966525869704,3525,equity_garman_klass_variance,AMZN
24,2.0,0.3131638766254134,3525,equity_garman_klass_variance,AMZN
24,3.0,0.29380625106873626,3525,equity_garman_klass_variance,AMZN
24,4.0,0.33616173261467713,3525,equity_garman_klass_variance,AMZN
25,1.0,0.44327666065786475,3520,equity_garman_klass_variance,AMZN
25,1.5,0.35917196228862464,3520,equity_garman_klass_variance,AMZN
25,2.0,0.3158810835279009,3520,equity_garman_klass_variance,AMZN
25,3.0,0.2934114574479425,3520,equity_garman_klass_variance,AMZN
25,4.0,0.3287279364276895,3520,equity_garman_klass_variance,AMZN
26,1.0,0.4299745954626371,3659,equity_garman_klass_variance,AMZN
26,1.5,0.3421667411367826,3659,equity_garman_klass_variance,AMZN
26,2.0,0.29613307844324877,3659,equity_garman_klass_variance,AMZN
26,3.0,0.2685127286209767,3659,equity_garman_klass_variance,AMZN
26,4.0,0.2948868036086028,3659,equity_garman_klass_variance,AMZN
27,1.0,0.42975136411959375,4911,equity_garman_klass_variance,AMZN
27,1.5,0.3436810387780018,4911,equity_garman_klass_variance,AMZN
27,2.0,0.2990571465824066,4911,equity_garman_klass_variance,AMZN
27,3.0,0.27498616407024784,4911,equity_garman_klass_variance,AMZN
27,4.0,0.3109020353796499,4911,equity_garman_klass_variance,AMZN
28,1.0,0.43488419478973733,6052,equity_garman_klass_variance,AMZN
28,1.5,0.35107951384130676,6052,equity_garman_klass_variance,AMZN
28,2.0,0.3077605363005952,6052,equity_garman_klass_variance,AMZN
28,3.0,0.283675702406038,6052,equity_garman_klass_variance,AMZN
28,4.0,0.3135374229245551,6052,equity_garman_klass_variance,AMZN
29,1.0,0.4405269492967519,4905,equity_garman_klass_variance,AMZN
29,1.5,0.35674628867972474,4905,equity_garman_klass_variance,AMZN
29,2.0,0.3140790804627774,4905,equity_garman_klass_variance,AMZN
29,3.0,0.29430915199293683,4905,equity_garman_klass_variance,AMZN
29,4.0,0.3351415251460235,4905,equity_garman_klass_variance,AMZN
30,1.0,0.44057021455262807,3650,equity_garman_klass_variance,AMZN
30,1.5,0.35558228110089796,3650,equity_garman_klass_variance,AMZN
30,2.0,0.3122097948512204,3650,equity_garman_klass_variance,AMZN
30,3.0,0.29130812142558177,3650,equity_garman_klass_variance,AMZN
30,4.0,0.32949430105672234,3650,equity_garman_klass_variance,AMZN
31,1.0,0.44477300305356526,3513,equity_garman_klass_variance,AMZN
31,1.5,0.3620807357633244,3513,equity_garman_klass_variance,AMZN
31,2.0,0.32153290251506206,3513,equity_garman_klass_variance,AMZN
31,3.0,0.31106220388591893,3513,equity_garman_klass_variance,AMZN
31,4.0,0.37462627878169025,3513,equity_garman_klass_variance,AMZN
32,1.0,0.44331532864566114,3523,equity_garman_klass_variance,AMZN
32,1.5,0.361007948689127,3523,equity_garman_klass_variance,AMZN
32,2.0,0.31994899665998894,3523,equity_garman_klass_variance,AMZN
32,3.0,0.3045018934169798,3523,equity_garman_klass_variance,AMZN
32,4.0,0.3527181668039703,3523,equity_garman_klass_variance,AMZN
33,1.0,0.44047352936529066,3656,equity_garman_klass_variance,AMZN
33,1.5,0.3568142008056432,3656,equity_garman_klass_variance,AMZN
33,2.0,0.3142016778681477,3656,equity_garman_klass_variance,AMZN
33,3.0,0.294900836403633,3656,equity_garman_klass_variance,AMZN
33,4.0,0.33789737827634464,3656,equity_garman_klass_variance,AMZN
34,1.0,0.44188084771629355,4902,equity_garman_klass_variance,AMZN
34,1.5,0.35690001683227374,4902,equity_garman_klass_variance,AMZN
34,2.0,0.3123793132688336,4902,equity_garman_klass_variance,AMZN
34,3.0,0.2870170741034338,4902,equity_garman_klass_variance,AMZN
34,4.0,0.31818304875535175,4902,equity_garman_klass_variance,AMZN
35,1.0,0.44037989712930203,6051,equity_garman_klass_variance,AMZN
35,1.5,0.3576459420069955,6051,equity_garman_klass_variance,AMZN
35,2.0,0.31607396260080445,6051,equity_garman_klass_variance,AMZN
35,3.0,0.2982263534191085,6051,equity_garman_klass_variance,AMZN
35,4.0,0.34083859653774795,6051,equity_garman_klass_variance,AMZN
36,1.0,0.43976195381494776,4902,equity_garman_klass_variance,AMZN
36,1.5,0.35791809705060845,4902,equity_garman_klass_variance,AMZN
